id_intercambio,id_objeto,usuario_id_dador,usuario_id_recibidor,saldo_dador,saldo_recibidor,fecha_transaccion
537,9063,18592,18841,21.62,27.1,2025-05-29
538,10094,6623,7142,27.76,29.04,2025-03-24
539,7258,16250,5710,25.7,31.07,2025-06-22
540,6947,380,14204,37.7,8.87,2025-03-12
541,8057,2279,19641,16.64,39.61,2025-01-02
542,9800,15477,14418,9.56,19.06,2025-01-08
543,8278,7161,12306,21.97,16.13,2025-01-13
544,3045,16019,808,39.82,41.74,2025-01-15
545,11141,15028,3190,24.2,15.57,2025-02-15
546,840,10935,5507,45.29,46.2,2025-04-30
547,5644,16788,3415,28.05,35.02,2025-05-10
548,5631,15173,2914,47.6,19.9,2025-01-25
549,1471,13673,8979,33.79,9.82,2025-04-16
550,2268,5957,13888,28.36,31.33,2025-05-22
551,9872,16024,13965,48.13,37.48,2025-01-31
552,3098,741,11666,47.97,21.77,2025-06-21
553,5618,10115,2404,21.55,37.1,2025-03-04
554,7759,12144,6456,28.95,30.5,2025-01-13
555,1598,1698,19967,42.69,43.35,2025-02-02
556,1409,7863,14593,15.57,9.79,2025-04-13
557,7619,6003,10278,35.05,21.87,2025-06-08
558,8499,12635,16949,13.66,8.97,2025-05-18
559,4225,13166,8658,11.36,5.52,2025-06-17
560,1355,13339,18669,30.76,49.12,2025-02-13
561,4339,10099,13965,9.39,26.8,2025-02-24
562,9580,12581,13883,8.12,8.59,2025-01-27
563,9797,10942,14437,34.61,24.49,2025-05-12
564,481,11614,15668,7.26,10.04,2025-05-22
565,3692,16426,19454,9.59,29.86,2025-02-28
566,2970,19538,2103,44.75,37.34,2025-01-30
567,13748,17893,3808,43.03,24.36,2025-05-30
568,7907,17105,5661,7.92,46.51,2025-04-12
569,13184,8924,10619,6.51,19.32,2025-04-22
570,14728,393,5381,31.8,39.31,2025-04-12
571,13651,18431,8073,20.69,49.12,2025-02-26
572,877,329,3346,27.36,13.67,2025-03-29
573,4261,4074,17691,25.95,18.1,2025-03-23
574,49,17361,16876,38.8,27.44,2025-06-18
575,5638,11708,10045,32.12,29.49,2025-05-08
576,2606,10775,10510,14.19,41.85,2025-04-20
577,8280,1735,18611,8.62,46.36,2025-06-20
578,8730,14905,14620,14.41,18.27,2025-06-06
579,5353,1338,18729,24.14,46.27,2025-03-22
580,10141,1799,6992,20.36,47.92,2025-05-23
581,4872,13873,15585,47.06,19.36,2025-01-30
582,2607,14411,8690,8.51,43.3,2025-02-16
583,11739,10923,2176,45.78,23.47,2025-02-04
584,11571,8583,6388,44.04,14.87,2025-01-26
585,3144,16130,12558,6.63,27.14,2025-05-11
586,8565,15869,14050,18.57,6.88,2025-03-23
587,2603,5392,2183,25.99,21.95,2025-04-17
588,12518,13936,16104,5.4,7.86,2025-03-05
589,2527,9570,14390,37.01,28.68,2025-01-13
590,7374,10202,10938,48.07,17.65,2025-06-14
591,6586,6029,6343,40.41,11.95,2025-02-15
592,4304,13901,11047,21.77,7.35,2025-03-05
593,9988,2281,11712,18.05,49.24,2025-06-25
594,629,12690,14435,16.66,29.63,2025-01-15
595,9736,2532,3028,10.14,12.19,2025-03-27
596,1427,18800,6328,31.18,33.36,2025-02-06
597,10536,12733,3251,30.43,47.21,2025-03-11
598,4248,6596,10489,19.68,39.42,2025-04-20
599,1377,9722,13124,17.71,12.53,2025-01-23
600,2032,5930,10814,28.76,24.29,2025-06-23
601,14783,5177,440,15.1,11.58,2025-03-03
602,12338,11417,15027,19.38,23.39,2025-05-31
603,6352,2962,6858,42.59,17.79,2025-05-03
604,5026,17321,18531,16.94,9.53,2025-06-06
605,451,124,6059,30.95,40.56,2025-02-17
606,1936,3447,2645,31.72,19.35,2025-03-11
607,2463,11714,7479,21.42,22.07,2025-06-13
608,9547,901,968,46.68,28.91,2025-02-27
609,2013,6405,17307,43.78,47.95,2025-03-02
610,2505,5177,17895,45.25,43.99,2025-05-06
611,1487,8644,10130,31.96,29.7,2025-02-14
612,6853,16001,18216,34.75,48.07,2025-06-10
613,2419,14319,17779,42.76,19.39,2025-06-22
614,3163,11326,6797,14.74,34.47,2025-01-16
615,216,1415,12124,22.1,14.61,2025-01-11
616,9189,17459,18134,6.42,39.17,2025-06-13
617,10745,8836,15825,29.03,33.84,2025-04-08
618,2581,13583,14935,25.14,44.67,2025-03-24
619,13345,13017,11542,8.49,22.86,2025-03-22
620,6417,11376,6053,18.57,8.66,2025-04-21
621,2921,10527,17359,30.25,33.22,2025-02-13
622,12941,1943,3652,31.42,40.96,2025-04-17
623,4607,10995,13,16.41,26.39,2025-03-22
624,3747,12841,7936,45.94,22.0,2025-06-23
625,6941,4930,81,8.02,40.5,2025-01-13
626,9395,14786,13829,41.13,10.45,2025-01-16
627,2388,4822,2722,35.22,22.22,2025-05-25
628,12718,10863,5283,25.56,38.53,2025-06-12
629,10712,19921,18590,5.4,16.43,2025-05-30
630,1368,787,10730,6.75,45.16,2025-02-15
631,5298,9348,3096,9.18,26.9,2025-03-03
632,9925,12095,4607,26.98,30.84,2025-03-29
633,10117,11316,12108,12.6,26.7,2025-06-24
634,1003,16999,14416,40.4,21.56,2025-01-21
635,13512,19434,13830,25.87,15.69,2025-02-22
636,3213,17297,15081,9.64,39.88,2025-01-25
637,9441,6280,15498,39.21,43.43,2025-02-13
638,8296,8442,17085,44.64,28.04,2025-05-07
639,14498,3268,7741,36.96,23.89,2025-02-13
640,13682,489,15633,23.87,23.17,2025-01-25
641,8357,6729,4180,45.72,15.95,2025-04-10
642,6500,10373,17175,32.22,43.48,2025-04-14
643,8986,13736,10653,39.0,23.71,2025-01-24
644,13635,3627,15844,8.94,13.46,2025-05-24
645,9774,15967,4117,37.87,16.02,2025-05-26
646,1271,11911,14516,40.72,10.9,2025-04-27
647,3085,15193,8622,24.41,35.54,2025-06-11
648,11798,16016,14060,11.92,9.39,2025-06-06
649,8427,8456,16083,7.5,11.47,2025-06-28
650,13761,16971,5060,36.31,47.91,2025-06-18
651,11978,13150,19107,19.98,24.22,2025-06-13
652,14435,5229,743,18.53,32.6,2025-02-09
653,3140,2096,18260,25.38,25.71,2025-05-14
654,3442,824,11985,46.6,19.78,2025-04-19
655,9255,4373,5724,13.54,43.81,2025-03-23
656,6129,6066,13436,6.9,49.96,2025-01-11
657,3461,2967,10215,15.7,34.35,2025-01-07
658,14509,14110,3259,33.38,32.06,2025-06-16
659,11271,19836,17037,12.77,18.7,2025-01-22
660,14356,2516,9270,36.67,45.04,2025-04-23
661,10907,16895,15406,15.98,30.48,2025-05-15
662,3268,3686,11985,34.79,27.83,2025-02-05
663,677,2884,14359,38.29,20.54,2025-04-24
664,9429,10201,19956,22.1,45.76,2025-06-27
665,7800,15918,15814,35.4,22.03,2025-04-25
666,3130,12772,14165,7.37,35.05,2025-05-11
667,8884,5760,16766,8.34,19.23,2025-01-03
668,981,2094,16737,7.12,28.45,2025-06-16
669,8003,13073,1537,43.11,48.72,2025-03-08
670,13773,16370,18864,28.37,44.32,2025-02-22
671,10367,9903,10888,13.15,38.42,2025-04-04
672,9731,609,8548,21.31,42.23,2025-03-29
673,4309,17707,3622,48.33,41.31,2025-04-17
674,7056,11655,3155,44.87,25.64,2025-04-18
675,5792,8156,15918,9.53,49.08,2025-01-22
676,13469,10966,17281,30.73,5.42,2025-01-16
677,13183,13505,10412,34.7,42.52,2025-02-14
678,4377,4308,929,16.9,42.09,2025-01-28
679,657,406,16475,18.5,7.53,2025-01-22
680,8043,16020,519,49.15,25.1,2025-03-10
681,11275,1453,19145,18.44,26.35,2025-03-18
682,12835,3678,2471,28.43,11.35,2025-06-02
683,2345,3984,14529,40.08,13.59,2025-06-26
684,5508,13670,18241,37.19,46.66,2025-01-02
685,9111,12434,11676,27.43,33.55,2025-06-06
686,12462,5288,19683,13.42,14.25,2025-04-30
687,12898,5987,9559,8.31,22.98,2025-04-22
688,7594,6347,7237,25.3,47.93,2025-04-03
689,3211,8038,5429,45.4,48.84,2025-02-24
690,9829,916,15897,30.9,21.53,2025-06-13
691,6133,182,6519,34.36,11.97,2025-01-28
692,7392,3104,10649,11.96,39.29,2025-04-29
693,2725,3096,2340,40.7,37.06,2025-04-16
694,12709,7185,15043,12.75,5.89,2025-05-08
695,328,17903,16778,10.95,35.64,2025-02-20
696,14451,8025,12627,35.1,6.87,2025-02-26
697,12067,17097,1500,42.09,23.52,2025-05-11
698,8591,14658,13164,38.87,31.73,2025-05-25
699,3468,17477,8437,33.99,41.28,2025-04-20
700,5304,3821,5319,13.83,42.75,2025-03-23
701,8300,5189,1665,21.81,32.68,2025-02-10
702,3490,19702,6455,11.72,48.03,2025-03-12
703,7501,17176,1972,10.68,21.29,2025-02-19
704,14521,17259,6658,38.81,8.04,2025-03-11
705,14956,18278,1364,36.11,25.37,2025-04-20
706,1522,16037,18678,44.04,16.41,2025-02-26
707,12214,3521,3047,46.5,12.89,2025-05-03
708,4012,8898,2359,25.14,16.37,2025-03-29
709,5574,18081,3517,31.42,39.77,2025-02-23
710,7427,2947,15687,49.18,17.61,2025-03-30
711,11745,17158,14646,45.69,8.84,2025-01-24
712,4219,12180,14717,46.64,43.61,2025-02-04
713,235,18029,15987,39.69,19.36,2025-03-11
714,9591,11452,2717,29.48,15.83,2025-04-29
715,7284,15620,1159,26.74,46.96,2025-01-24
716,11566,9865,12531,43.37,24.98,2025-02-25
717,4756,16686,14142,31.46,17.0,2025-02-19
718,11476,18842,5905,47.27,35.89,2025-03-22
719,6082,18910,10318,10.86,8.37,2025-03-12
720,7297,530,17429,43.91,20.92,2025-02-21
721,7162,9177,2401,11.05,42.48,2025-05-01
722,12331,15584,9962,28.74,17.98,2025-05-12
723,12199,8764,19616,45.68,12.71,2025-06-29
724,543,15753,821,38.48,30.8,2025-05-17
725,11450,1922,2497,9.27,5.67,2025-05-21
726,4423,10588,18624,5.73,6.99,2025-04-07
727,2314,5915,7749,26.2,41.82,2025-01-12
728,6456,12134,18913,35.14,14.71,2025-05-15
729,621,7338,15955,16.41,10.41,2025-04-22
730,12632,19512,4347,17.43,45.25,2025-02-04
731,3892,9592,8980,25.4,25.11,2025-04-10
732,14636,9616,15433,10.49,17.3,2025-03-20
733,3724,6624,1573,32.81,10.39,2025-03-11
734,450,14320,17072,6.26,41.72,2025-02-05
735,1918,13283,6474,8.79,46.27,2025-04-18
736,11985,3369,7315,23.35,38.55,2025-06-09
737,1677,11618,4395,42.46,42.89,2025-06-27
738,12335,18802,9938,12.4,36.69,2025-04-18
739,13403,9558,18369,43.63,42.37,2025-05-20
740,10420,16125,9533,41.04,23.24,2025-06-15
741,1641,10426,18464,34.08,39.05,2025-03-16
742,4060,4728,7601,18.4,7.81,2025-04-11
743,10085,5878,6699,46.86,20.9,2025-01-11
744,2286,19670,1779,38.47,45.16,2025-01-17
745,3717,18595,1729,20.41,29.29,2025-01-05
746,9377,8504,19998,29.73,7.39,2025-06-01
747,2420,9471,1379,22.91,38.3,2025-04-18
748,9696,19826,8610,21.37,19.33,2025-03-11
749,3665,11298,6816,24.38,26.03,2025-05-05
750,11548,2382,12703,15.15,22.51,2025-06-22
751,938,10935,15751,43.83,16.39,2025-01-23
752,13993,11307,1139,32.2,46.58,2025-05-19
753,3193,10167,6240,37.85,30.39,2025-03-14
754,6643,13876,11472,36.37,27.44,2025-01-16
755,8954,11048,19047,12.51,27.01,2025-06-25
756,5700,6160,14890,47.82,30.21,2025-02-09
757,7936,17072,9825,47.66,42.67,2025-03-05
758,6738,4228,8858,10.16,39.73,2025-02-18
759,5716,7626,7916,43.46,36.75,2025-03-03
760,7919,1921,6291,17.8,43.77,2025-05-19
761,8717,5914,10838,27.35,8.02,2025-02-01
762,14402,16471,7279,8.83,14.04,2025-04-25
763,12710,623,15851,40.16,28.39,2025-05-03
764,1597,14671,17175,16.93,32.02,2025-02-10
765,4691,1898,13358,28.22,18.92,2025-05-13
766,9768,11876,4895,29.38,30.64,2025-05-15
767,11460,13648,4300,42.53,41.24,2025-05-16
768,7323,6842,12353,40.42,45.79,2025-01-08
769,13844,1443,1192,26.95,21.35,2025-04-25
770,9867,8806,12882,6.03,11.18,2025-02-02
771,9657,870,6647,37.96,44.68,2025-06-18
772,5013,17677,3127,33.67,17.42,2025-02-25
773,12641,10078,6864,45.13,18.94,2025-03-08
774,3233,5718,15452,41.56,29.41,2025-02-28
775,8136,7877,8677,32.99,36.66,2025-03-04
776,8999,19932,8261,46.38,16.74,2025-02-18
777,11131,6983,902,15.61,37.55,2025-05-17
778,12617,15674,17476,7.01,22.51,2025-05-14
779,9254,15263,9638,15.34,49.8,2025-04-06
780,7112,18680,10337,38.29,8.18,2025-03-25
781,11549,18822,3233,6.97,49.29,2025-03-04
782,10724,11891,11652,20.25,20.4,2025-05-13
783,7564,7203,9342,25.14,19.87,2025-04-17
784,7866,16969,6386,49.22,21.11,2025-04-22
785,13614,19349,10875,30.89,17.32,2025-04-05
786,5155,3868,7143,28.7,22.04,2025-05-15
787,7485,16558,10923,19.05,29.25,2025-01-31
788,8634,3020,948,24.81,35.98,2025-01-06
789,9069,13260,6887,47.67,6.47,2025-04-22
790,1637,17512,436,17.53,10.87,2025-01-24
791,1191,8412,16581,42.43,42.38,2025-06-17
792,11026,19785,9654,24.54,11.82,2025-02-08
793,9040,4860,12916,42.49,30.86,2025-03-22
794,13260,12593,4125,41.22,29.3,2025-04-23
795,689,14943,123,32.82,44.24,2025-05-19
796,3276,17360,16719,26.44,15.78,2025-02-11
797,13782,3996,15717,28.09,35.87,2025-01-28
798,599,6413,10915,17.38,21.03,2025-06-09
799,5697,19586,7161,26.77,35.85,2025-04-30
800,2962,208,391,16.12,45.0,2025-04-20
801,1631,11840,14285,18.6,46.43,2025-03-20
802,1779,9053,19371,21.71,23.22,2025-03-02
803,1277,5594,11636,47.9,13.74,2025-02-27
804,143,8830,19077,21.29,13.32,2025-05-24
805,224,2086,1704,34.33,16.76,2025-06-16
806,8002,4372,342,28.32,49.68,2025-03-10
807,7026,13891,11713,45.89,21.98,2025-05-16
808,11685,17745,3110,21.27,49.33,2025-02-17
809,5514,6127,17912,46.12,38.62,2025-03-26
810,4928,7209,5398,31.02,28.43,2025-06-23
811,4898,19015,9852,39.49,32.66,2025-01-21
812,6330,13568,8157,13.54,15.62,2025-01-12
813,13987,8356,18590,13.0,19.51,2025-01-09
814,609,12456,17451,18.83,40.47,2025-02-22
815,7809,3426,13136,42.56,41.91,2025-05-29
816,13605,11363,14296,6.18,28.34,2025-05-31
817,9597,15600,5952,26.96,17.71,2025-03-15
818,7562,11875,2541,5.78,28.56,2025-06-28
819,6563,7852,14671,11.53,32.27,2025-01-05
820,7724,9809,11826,24.69,36.88,2025-04-03
821,10798,17875,5419,23.01,14.12,2025-02-17
822,1928,15070,16352,44.98,28.04,2025-01-08
823,7534,10143,2327,21.59,19.22,2025-01-25
824,3397,13115,9358,24.28,18.84,2025-02-12
825,5419,6388,18674,18.4,36.34,2025-03-28
826,11878,8944,292,44.79,17.3,2025-02-12
827,2412,11107,11834,25.52,49.21,2025-04-24
828,1803,20000,2577,10.63,9.56,2025-05-10
829,11435,7636,1344,33.9,33.78,2025-06-03
830,2300,2091,16623,24.26,21.6,2025-03-26
831,6535,13076,4515,15.97,26.79,2025-05-15
832,8940,2667,7805,32.06,48.84,2025-06-14
833,7990,19370,550,29.93,10.26,2025-01-03
834,4375,5598,9070,13.28,27.11,2025-04-02
835,8524,4034,1360,39.1,33.8,2025-02-04
836,9622,16875,25,32.23,5.8,2025-06-30
837,10799,5741,2883,38.21,36.9,2025-04-30
838,1987,12967,18936,7.66,32.52,2025-06-22
839,11529,18095,10964,12.96,19.47,2025-01-23
840,8178,19024,17702,25.1,11.34,2025-06-07
841,12292,19943,13455,23.34,37.88,2025-01-29
842,3321,18607,13408,32.04,40.97,2025-03-29
843,5899,19793,13942,24.52,37.52,2025-02-19
844,8294,1188,18103,49.03,29.11,2025-02-18
845,4429,2688,138,39.21,49.91,2025-06-28
846,3938,18566,9489,44.0,9.79,2025-06-15
847,8679,12367,2333,42.6,26.85,2025-02-03
848,14749,12872,15137,38.46,17.87,2025-02-17
849,811,6744,6560,8.78,35.19,2025-06-05
850,5703,12144,4535,13.69,8.83,2025-02-25
851,2123,10964,13741,48.71,46.32,2025-05-21
852,10082,10801,19254,18.24,39.77,2025-02-18
853,10393,3059,9949,10.93,35.47,2025-03-07
854,1824,14998,13993,14.43,23.67,2025-05-29
855,13299,7566,15438,21.28,30.56,2025-03-14
856,8385,9534,13400,41.0,29.62,2025-03-26
857,12274,4416,12055,25.77,9.5,2025-06-28
858,11442,1176,15165,24.34,30.09,2025-05-27
859,6036,8229,4324,48.26,5.68,2025-04-25
860,12908,8210,3976,30.46,29.58,2025-01-14
861,4218,10274,1098,44.6,27.08,2025-02-06
862,2714,4938,17120,18.39,10.85,2025-05-23
863,1619,12381,9290,26.9,46.7,2025-03-25
864,12642,18637,1090,16.61,38.5,2025-03-05
865,278,11634,958,5.12,19.2,2025-03-20
866,7413,1348,13140,18.09,11.0,2025-05-16
867,7802,17530,13314,12.04,35.47,2025-05-13
868,1607,5217,6604,45.69,8.29,2025-02-16
869,12840,13815,3499,10.29,31.68,2025-01-23
870,2387,4528,12909,32.28,16.47,2025-01-09
871,13544,1501,4067,35.67,8.68,2025-01-11
872,324,11885,10356,47.04,44.05,2025-04-27
873,9501,2818,16457,12.47,32.03,2025-05-01
874,5304,19333,9718,44.24,24.34,2025-03-04
875,2782,11559,15380,25.6,45.72,2025-03-19
876,6979,6545,19641,20.24,37.23,2025-04-19
877,4429,9253,19868,23.89,36.2,2025-04-15
878,678,18382,11337,7.53,21.44,2025-05-28
879,12078,19694,19734,17.73,42.67,2025-06-08
880,5760,11259,9692,23.25,37.82,2025-06-06
881,13967,9330,6207,21.79,7.51,2025-04-03
882,11540,15453,13562,26.58,23.75,2025-02-13
883,11245,3143,16237,12.42,22.7,2025-03-04
884,5008,1405,1391,19.54,23.79,2025-01-03
885,1669,10507,2790,49.55,43.91,2025-04-24
886,10605,2761,7155,11.57,7.34,2025-03-05
887,9238,339,15763,39.14,32.32,2025-04-10
888,1937,5166,893,44.83,38.41,2025-03-05
889,6638,2527,15325,44.08,43.79,2025-06-22
890,14518,7888,10292,39.51,11.79,2025-04-19
891,12318,6611,445,38.15,32.83,2025-02-21
892,4871,17264,1891,36.84,37.56,2025-02-13
893,8836,7685,19530,35.91,16.43,2025-02-01
894,30,3428,861,22.29,46.21,2025-01-08
895,13021,17153,16153,6.78,32.22,2025-05-14
896,843,6078,15494,47.88,47.85,2025-02-28
897,5777,7155,2081,26.86,16.8,2025-01-27
898,14986,12163,9132,34.66,30.69,2025-03-05
899,13727,13897,6356,23.66,7.33,2025-01-02
900,13989,1181,4754,21.98,5.72,2025-04-07
901,682,13208,9488,18.99,38.77,2025-01-27
902,12714,12141,18974,38.58,41.23,2025-03-24
903,595,5413,7077,22.05,36.18,2025-03-03
904,6569,1787,13437,33.29,49.85,2025-02-12
905,14346,19654,3811,25.05,29.02,2025-01-28
906,2210,8421,6410,26.4,49.36,2025-03-09
907,2259,11240,16751,14.48,42.51,2025-01-01
908,2041,2797,19882,18.45,36.29,2025-06-21
909,13298,7462,18953,13.14,38.22,2025-05-01
910,1883,14672,9398,18.45,45.12,2025-03-28
911,4910,16731,6009,21.29,27.89,2025-05-10
912,2063,8113,5309,24.65,37.07,2025-06-03
913,4644,6132,15144,12.7,5.5,2025-05-07
914,12185,11350,7374,29.4,46.36,2025-03-13
915,2690,9237,4330,34.31,9.24,2025-02-04
916,8469,7709,16293,24.78,35.9,2025-06-27
917,11668,1699,18425,33.41,14.89,2025-03-14
918,13179,18257,6058,47.39,13.67,2025-01-19
919,3184,19749,11902,6.89,22.19,2025-01-03
920,8016,11703,19606,42.63,32.6,2025-03-31
921,1967,14701,8987,14.61,32.45,2025-06-19
922,436,292,3219,15.65,14.44,2025-06-27
923,7924,11617,12633,15.93,45.36,2025-02-02
924,9108,10741,9512,8.55,16.99,2025-02-19
925,14090,6573,10644,5.91,48.42,2025-05-17
926,13778,15249,10083,38.86,32.55,2025-06-05
927,13554,1070,10976,27.31,8.14,2025-01-20
928,5617,18402,16844,28.2,29.94,2025-03-19
929,1170,4261,3750,40.22,17.23,2025-02-09
930,2257,12904,17018,33.33,17.23,2025-03-30
931,7916,8033,16013,16.63,23.21,2025-06-30
932,2609,5559,11809,25.64,28.43,2025-02-02
933,1342,8720,12710,40.29,10.55,2025-06-27
934,5275,17182,11128,11.05,20.53,2025-06-01
935,6340,7469,15855,47.8,16.07,2025-01-15
936,9629,4244,12482,44.12,46.18,2025-05-24
937,7621,15918,15872,25.68,32.42,2025-04-14
938,5374,10750,7898,14.96,11.74,2025-02-11
939,11349,17564,677,45.24,46.7,2025-06-03
940,6703,11271,17365,41.78,34.92,2025-05-19
941,9990,7160,18037,44.42,37.82,2025-03-01
942,1300,5664,8524,40.28,45.94,2025-04-03
943,3717,19837,5854,21.63,24.93,2025-06-15
944,10097,13155,17271,22.56,37.22,2025-02-26
945,11196,14537,14916,7.62,37.04,2025-04-15
946,14490,7257,3429,12.97,29.52,2025-02-04
947,3409,9681,12355,46.0,5.94,2025-01-04
948,1897,264,7719,6.63,42.61,2025-05-22
949,8912,14689,13808,29.36,29.7,2025-02-10
950,11839,2811,578,20.15,47.06,2025-04-08
951,12217,1267,17869,45.36,25.15,2025-03-07
952,8956,8137,5268,11.3,15.1,2025-03-04
953,13791,8790,11169,47.59,38.63,2025-02-10
954,8043,9795,9215,45.41,45.64,2025-03-02
955,12635,17439,2860,8.85,7.76,2025-05-02
956,1415,13162,7316,38.01,28.18,2025-04-05
957,2402,19896,17678,41.71,28.64,2025-06-24
958,8621,4675,239,8.27,32.63,2025-05-10
959,12712,2537,13040,34.33,31.55,2025-03-04
960,3129,10248,11040,31.18,47.76,2025-05-04
961,6812,19642,9770,31.06,19.01,2025-05-10
962,13367,1995,4722,10.1,38.79,2025-01-27
963,12825,8455,4197,6.94,36.65,2025-01-12
964,5052,4382,2872,5.05,29.67,2025-05-12
965,2969,4318,12986,48.3,49.34,2025-02-27
966,1081,11429,18932,19.81,41.68,2025-03-24
967,10488,1390,14953,45.24,15.25,2025-02-18
968,14117,412,8225,13.82,15.74,2025-01-25
969,6170,103,12832,23.32,34.48,2025-04-04
970,2552,16236,12590,19.35,20.09,2025-02-27
971,7957,5054,18078,48.85,36.27,2025-01-13
972,14332,7670,8040,26.73,13.14,2025-01-30
973,12961,17518,637,19.84,36.95,2025-01-18
974,5056,1466,7814,39.64,6.06,2025-03-12
975,12755,15753,5842,30.21,48.41,2025-04-02
976,9646,2981,9039,29.3,8.33,2025-01-20
977,6595,3296,8627,45.97,43.32,2025-04-22
978,12490,18432,4266,49.74,12.8,2025-05-24
979,5587,12331,2812,31.45,35.78,2025-01-09
980,14900,19370,6871,39.08,15.67,2025-06-29
981,3300,5270,7787,47.62,37.24,2025-06-04
982,5306,5943,19973,23.03,32.94,2025-03-05
983,6549,8488,10916,48.74,6.75,2025-04-07
984,10465,3315,18480,33.83,8.51,2025-05-15
985,10480,10470,8379,25.16,13.07,2025-02-09
986,2934,7348,12216,34.28,25.28,2025-05-25
987,11243,10887,19656,42.97,26.83,2025-03-30
988,7974,6051,4887,24.64,8.56,2025-01-04
989,674,694,19536,26.21,31.07,2025-05-16
990,2845,17375,5855,27.25,20.21,2025-06-21
991,2097,2113,11659,21.06,40.15,2025-06-08
992,4054,9597,10228,13.3,26.64,2025-06-05
993,7606,10450,11462,28.87,27.44,2025-05-13
994,4414,4108,1896,45.8,13.5,2025-03-19
995,13919,17272,12137,41.63,18.89,2025-01-18
996,12160,16559,8491,28.35,13.64,2025-06-05
997,13625,13323,16780,9.46,23.03,2025-04-02
998,4031,11915,19524,47.34,20.03,2025-05-28
999,7376,4845,19013,27.43,10.96,2025-06-15
1000,12765,11805,13554,33.82,17.89,2025-03-10
1001,7199,14043,7758,44.15,31.32,2025-05-28
1002,5138,10119,7466,39.02,34.49,2025-01-15
1003,14396,6526,16042,9.66,26.52,2025-04-27
1004,5786,12236,2733,21.54,20.63,2025-01-31
1005,8631,4776,15942,25.03,19.27,2025-06-30
1006,13190,5409,13431,42.41,42.67,2025-02-18
1007,3189,16368,1704,8.93,17.0,2025-06-15
1008,6906,14625,9535,15.05,15.64,2025-01-26
1009,11880,10385,7557,16.57,13.15,2025-04-01
1010,3459,4803,17737,8.29,27.17,2025-04-28
1011,5995,9369,18174,48.71,41.36,2025-03-23
1012,12019,6445,889,44.84,31.75,2025-03-08
1013,3771,19932,3895,32.06,5.95,2025-05-13
1014,4159,1358,12650,11.16,40.63,2025-01-14
1015,1563,1316,6423,43.04,21.0,2025-01-26
1016,9467,9074,3959,45.6,16.78,2025-05-09
1017,1181,13773,14266,27.17,31.73,2025-06-30
1018,7916,4794,11858,20.59,29.18,2025-06-12
1019,8913,4457,12058,36.8,26.58,2025-02-25
1020,9070,14111,13185,34.37,38.41,2025-01-19
1021,13793,1267,7143,33.14,38.36,2025-03-24
1022,10605,15885,8875,42.74,45.23,2025-02-11
1023,8096,11084,12338,31.85,37.46,2025-01-18
1024,11337,11562,2356,28.8,15.18,2025-02-09
1025,6013,9251,8630,39.11,15.94,2025-06-28
1026,11121,7238,15611,23.28,23.61,2025-05-10
1027,10978,19075,17764,43.27,33.79,2025-05-02
1028,14257,19610,10641,19.03,31.44,2025-06-02
1029,13543,7626,10273,6.06,48.41,2025-02-20
1030,5809,13552,3210,47.57,14.48,2025-05-28
1031,8382,207,12216,45.17,22.89,2025-06-12
1032,5683,7590,15903,46.64,18.56,2025-06-24
1033,10928,4407,8027,35.03,21.44,2025-02-03
1034,3355,19521,1144,30.27,49.14,2025-05-13
1035,13621,8234,10046,45.79,36.98,2025-06-02
1036,1270,5941,732,10.94,23.34,2025-06-10
1037,6180,1956,13483,37.27,43.87,2025-04-01
1038,8726,10399,1575,33.13,23.07,2025-03-06
1039,682,14168,8943,33.72,48.7,2025-05-01
1040,10490,11292,19377,33.69,46.33,2025-06-16
1041,2910,10841,12995,17.27,36.59,2025-01-15
1042,6432,17749,10716,25.43,23.8,2025-05-28
1043,1960,7136,2008,41.18,12.99,2025-02-15
1044,9421,11407,7091,5.33,43.35,2025-04-07
1045,13807,9661,13423,25.48,43.16,2025-06-08
1046,6940,14531,14936,21.58,17.69,2025-06-06
1047,3057,11580,3840,6.96,35.34,2025-04-16
1048,11020,6618,19695,25.28,19.01,2025-02-05
1049,7174,15126,4431,30.63,7.37,2025-03-10
1050,5486,2066,9085,28.77,31.02,2025-01-17
1051,11578,2035,10820,6.55,36.06,2025-06-23
